"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2011/08/17","12:30","1.239","-","1.45"
"2011/08/17","12:36","1.302","-","1.53"
"2011/08/17","12:42","1.365","-","1.6"
"2011/08/17","12:48","1.429","-","1.66"
"2011/08/17","12:54","1.492","-","1.71"
"2011/08/17","13:00","1.556","-","1.78"
"2011/08/17","13:06","1.62","-","1.85"
"2011/08/17","13:12","1.683","-","1.93"
"2011/08/17","13:18","1.746","-","1.98"
"2011/08/17","13:24","1.808","-","2.02"
"2011/08/17","13:30","1.869","-","2.08"
"2011/08/17","13:36","1.929","-","2.13"
"2011/08/17","13:42","1.988","-","2.18"
"2011/08/17","13:48","2.046","-","2.23"
"2011/08/17","13:54","2.103","-","2.28"
"2011/08/17","14:00","2.158","-","2.33"
"2011/08/17","14:06","2.212","-","2.38"
"2011/08/17","14:12","2.265","-","2.43"
"2011/08/17","14:18","2.316","-","2.48"
"2011/08/17","14:24","2.366","-","2.52"
"2011/08/17","14:30","2.414","-","2.56"
"2011/08/17","14:36","2.461","-","2.6"
"2011/08/17","14:42","2.506","-","2.64"
"2011/08/17","14:48","2.55","-","2.71"
"2011/08/17","14:54","2.592","-","2.75"
"2011/08/17","15:00","2.633","-","2.8"
"2011/08/17","15:06","2.672","-","2.83"
"2011/08/17","15:12","2.71","-","2.87"
"2011/08/17","15:18","2.745","-","2.9"
"2011/08/17","15:24","2.779","-","2.94"
"2011/08/17","15:30","2.811","-","2.97"
"2011/08/17","15:36","2.84","-","3"
"2011/08/17","15:42","2.868","-","3.03"
"2011/08/17","15:48","2.893","-","3.08"
"2011/08/17","15:54","2.915","-","3.11"
"2011/08/17","16:00","2.935","-","3.14"
"2011/08/17","16:06","2.952","-","3.15"
"2011/08/17","16:12","2.966","-","3.18"
"2011/08/17","16:18","2.977","-","3.2"
"2011/08/17","16:24","2.985","-","3.21"
"2011/08/17","16:30","2.989","-","3.23"
"2011/08/17","16:36","2.99","-","3.25"
"2011/08/17","16:42","2.988","-","3.25"
"2011/08/17","16:48","2.982","-","3.25"
"2011/08/17","16:54","2.972","-","3.23"
"2011/08/17","17:00","2.959","-","3.23"
"2011/08/17","17:06","2.942","-","3.22"
"2011/08/17","17:12","2.922","-","3.21"
"2011/08/17","17:18","2.899","-","3.18"
"2011/08/17","17:24","2.873","-","3.16"
"2011/08/17","17:30","2.843","-","3.15"
"2011/08/17","17:36","2.811","-","3.12"
"2011/08/17","17:42","2.775","-","3.07"
"2011/08/17","17:48","2.738","-","3.04"
"2011/08/17","17:54","2.698","-","3"
"2011/08/17","18:00","2.656","-","2.97"
"2011/08/17","18:06","2.612","-","2.93"
"2011/08/17","18:12","2.566","-","2.88"
"2011/08/17","18:18","2.519","-","2.83"
"2011/08/17","18:24","2.471","-","2.77"
"2011/08/17","18:30","2.423","-","2.73"
"2011/08/17","18:36","2.373","-","2.69"
"2011/08/17","18:42","2.323","-","2.64"
"2011/08/17","18:48","2.272","-","2.59"
"2011/08/17","18:54","2.221","-","2.53"
"2011/08/17","19:00","2.171","-","2.49"
"2011/08/17","19:06","2.12","-","2.42"
"2011/08/17","19:12","2.069","-","2.39"
"2011/08/17","19:18","2.018","-","2.32"
"2011/08/17","19:24","1.968","-","2.29"
"2011/08/17","19:30","1.918","-","2.23"
"2011/08/17","19:36","1.868","-","2.2"
"2011/08/17","19:42","1.818","-","2.14"
"2011/08/17","19:48","1.769","-","2.1"
"2011/08/17","19:54","1.72","-","2.04"
"2011/08/17","20:00","1.671","-","1.99"
"2011/08/17","20:06","1.622","-","1.95"
"2011/08/17","20:12","1.573","-","1.92"
"2011/08/17","20:18","1.525","-","1.88"
"2011/08/17","20:24","1.476","-","1.82"
"2011/08/17","20:30","1.428","-","1.79"
"2011/08/17","20:36","1.38","-","1.76"
"2011/08/17","20:42","1.332","-","1.7"
"2011/08/17","20:48","1.285","-","1.66"
"2011/08/17","20:54","1.237","-","1.62"
"2011/08/17","21:00","1.19","-","1.57"
"2011/08/17","21:06","1.144","-","1.51"
"2011/08/17","21:12","1.098","-","1.46"
"2011/08/17","21:18","1.053","-","1.38"
"2011/08/17","21:24","1.009","-","1.32"
"2011/08/17","21:30","0.966","-","1.27"
"2011/08/17","21:36","0.924","-","1.22"
"2011/08/17","21:42","0.883","-","1.16"
"2011/08/17","21:48","0.844","-","1.13"
"2011/08/17","21:54","0.807","-","1.1"
"2011/08/17","22:00","0.772","-","1.06"
"2011/08/17","22:06","0.739","-","1.03"
"2011/08/17","22:12","0.709","-","1"
"2011/08/17","22:18","0.681","-","0.96"
"2011/08/17","22:24","0.656","-","0.93"
"2011/08/17","22:30","0.633","-","0.9"
"2011/08/17","22:36","0.615","-","0.86"
"2011/08/17","22:42","0.599","-","0.84"
"2011/08/17","22:48","0.587","-","0.81"
"2011/08/17","22:54","0.578","-","0.78"
"2011/08/17","23:00","0.573","-","0.77"
"2011/08/17","23:06","0.572","-","0.77"
"2011/08/17","23:12","0.575","-","0.77"
"2011/08/17","23:18","0.581","-","0.77"
"2011/08/17","23:24","0.592","-","0.77"
"2011/08/17","23:30","0.606","-","0.8"
"2011/08/17","23:36","0.624","-","0.85"
"2011/08/17","23:42","0.646","-","0.87"
"2011/08/17","23:48","0.671","-","0.89"
"2011/08/17","23:54","0.7","-","0.93"
"2011/08/18","00:00","0.732","-","0.96"
"2011/08/18","00:06","0.768","-","1"
"2011/08/18","00:12","0.806","-","1.03"
"2011/08/18","00:18","0.848","-","1.07"
"2011/08/18","00:24","0.892","-","1.12"
"2011/08/18","00:30","0.938","-","1.16"
"2011/08/18","00:36","0.987","-","1.21"
"2011/08/18","00:42","1.037","-","1.25"
"2011/08/18","00:48","1.089","-","1.31"
"2011/08/18","00:54","1.143","-","1.38"
"2011/08/18","01:00","1.197","-","1.43"
"2011/08/18","01:06","1.253","-","1.47"
"2011/08/18","01:12","1.309","-","1.53"
"2011/08/18","01:18","1.365","-","1.59"
"2011/08/18","01:24","1.421","-","1.64"
"2011/08/18","01:30","1.477","-","1.7"
"2011/08/18","01:36","1.533","-","1.76"
"2011/08/18","01:42","1.589","-","1.82"
"2011/08/18","01:48","1.643","-","1.89"
"2011/08/18","01:54","1.697","-","1.93"
"2011/08/18","02:00","1.75","-","1.98"
"2011/08/18","02:06","1.802","-","2.03"
"2011/08/18","02:12","1.852","-","2.08"
"2011/08/18","02:18","1.902","-","2.13"
"2011/08/18","02:24","1.95","-","2.18"
"2011/08/18","02:30","1.997","-","2.24"
"2011/08/18","02:36","2.042","-","2.28"
"2011/08/18","02:42","2.086","-","2.32"
"2011/08/18","02:48","2.129","-","2.37"
"2011/08/18","02:54","2.17","-","2.41"
"2011/08/18","03:00","2.21","-","2.46"
"2011/08/18","03:06","2.248","-","2.49"
"2011/08/18","03:12","2.285","-","2.52"
"2011/08/18","03:18","2.321","-","2.56"
"2011/08/18","03:24","2.355","-","2.59"
"2011/08/18","03:30","2.387","-","2.64"
"2011/08/18","03:36","2.418","-","2.68"
"2011/08/18","03:42","2.447","-","2.72"
"2011/08/18","03:48","2.474","-","2.75"
"2011/08/18","03:54","2.5","-","2.79"
"2011/08/18","04:00","2.523","-","2.81"
"2011/08/18","04:06","2.545","-","2.82"
"2011/08/18","04:12","2.564","-","2.84"
"2011/08/18","04:18","2.581","-","2.86"
"2011/08/18","04:24","2.595","-","2.87"
"2011/08/18","04:30","2.607","-","2.88"
"2011/08/18","04:36","2.615","-","2.89"
"2011/08/18","04:42","2.621","-","2.87"
"2011/08/18","04:48","2.624","-","2.89"
"2011/08/18","04:54","2.624","-","2.89"
"2011/08/18","05:00","2.62","-","2.9"
"2011/08/18","05:06","2.613","-","2.91"
"2011/08/18","05:12","2.603","-","2.9"
"2011/08/18","05:18","2.589","-","2.88"
"2011/08/18","05:24","2.572","-","2.87"
"2011/08/18","05:30","2.552","-","2.85"
"2011/08/18","05:36","2.528","-","2.83"
"2011/08/18","05:42","2.502","-","2.81"
"2011/08/18","05:48","2.472","-","2.78"
"2011/08/18","05:54","2.439","-","2.74"
"2011/08/18","06:00","2.404","-","2.69"
"2011/08/18","06:06","2.366","-","2.65"
"2011/08/18","06:12","2.327","-","2.6"
"2011/08/18","06:18","2.285","-","2.56"
"2011/08/18","06:24","2.241","-","2.5"
"2011/08/18","06:30","2.196","-","2.46"
"2011/08/18","06:36","2.149","-","2.42"
"2011/08/18","06:42","2.102","-","2.36"
"2011/08/18","06:48","2.053","-","2.31"
"2011/08/18","06:54","2.005","-","2.28"
"2011/08/18","07:00","1.956","-","2.25"
"2011/08/18","07:06","1.907","-","2.22"
"2011/08/18","07:12","1.858","-","2.18"
"2011/08/18","07:18","1.809","-","2.13"
"2011/08/18","07:24","1.761","-","2.1"
"2011/08/18","07:30","1.714","-","2.06"
"2011/08/18","07:36","1.667","-","2.02"
"2011/08/18","07:42","1.621","-","1.97"
"2011/08/18","07:48","1.576","-","1.93"
"2011/08/18","07:54","1.532","-","1.9"
"2011/08/18","08:00","1.488","-","1.86"
"2011/08/18","08:06","1.446","-","1.81"
"2011/08/18","08:12","1.404","-","1.77"
"2011/08/18","08:18","1.364","-","1.72"
"2011/08/18","08:24","1.324","-","1.7"
"2011/08/18","08:30","1.285","-","1.66"
"2011/08/18","08:36","1.247","-","1.62"
"2011/08/18","08:42","1.21","-","1.6"
"2011/08/18","08:48","1.173","-","1.58"
"2011/08/18","08:54","1.137","-","1.55"
"2011/08/18","09:00","1.101","-","1.53"
"2011/08/18","09:06","1.067","-","1.51"
"2011/08/18","09:12","1.033","-","1.49"
"2011/08/18","09:18","0.999","-","1.45"
"2011/08/18","09:24","0.967","-","1.42"
"2011/08/18","09:30","0.935","-","1.38"
"2011/08/18","09:36","0.904","-","1.32"
"2011/08/18","09:42","0.874","-","1.26"
"2011/08/18","09:48","0.845","-","1.21"
"2011/08/18","09:54","0.817","-","1.17"
"2011/08/18","10:00","0.791","-","1.13"
"2011/08/18","10:06","0.766","-","1.09"
"2011/08/18","10:12","0.743","-","1.07"
"2011/08/18","10:18","0.721","-","1.06"
"2011/08/18","10:24","0.702","-","1.05"
"2011/08/18","10:30","0.684","-","1.03"
"2011/08/18","10:36","0.669","-","1.02"
"2011/08/18","10:42","0.656","-","1"
"2011/08/18","10:48","0.646","-","0.99"
"2011/08/18","10:54","0.639","-","0.97"
"2011/08/18","11:00","0.635","-","0.96"
"2011/08/18","11:06","0.633","-","0.96"
"2011/08/18","11:12","0.635","-","0.96"
"2011/08/18","11:18","0.64","-","0.95"
"2011/08/18","11:24","0.649","-","0.95"
"2011/08/18","11:30","0.66","-","0.95"
"2011/08/18","11:36","0.676","-","0.98"
"2011/08/18","11:42","0.695","-","1"
"2011/08/18","11:48","0.717","-","1.01"
"2011/08/18","11:54","0.743","-","1.04"
"2011/08/18","12:00","0.772","-","1.08"
"2011/08/18","12:06","0.804","-","1.12"
"2011/08/18","12:12","0.84","-","1.16"
"2011/08/18","12:18","0.878","-","1.2"
"2011/08/18","12:24","0.92","-","1.25"
"2011/08/18","12:30","0.964","-","1.29"
"2011/08/18","12:36","1.012","-","1.34"
"2011/08/18","12:42","1.061","-","1.37"
"2011/08/18","12:48","1.113","-","1.41"
"2011/08/18","12:54","1.166","-","1.46"
"2011/08/18","13:00","1.221","-","1.52"
"2011/08/18","13:06","1.278","-","1.55"
"2011/08/18","13:12","1.336","-","1.6"
"2011/08/18","13:18","1.394","-","1.66"
"2011/08/18","13:24","1.454","-","1.73"
"2011/08/18","13:30","1.514","-","1.8"
"2011/08/18","13:36","1.574","-","1.87"
"2011/08/18","13:42","1.633","-","1.91"
"2011/08/18","13:48","1.693","-","1.97"
"2011/08/18","13:54","1.752","-","2.03"
"2011/08/18","14:00","1.811","-","2.08"
"2011/08/18","14:06","1.868","-","2.12"
"2011/08/18","14:12","1.925","-","2.17"
"2011/08/18","14:18","1.98","-","2.23"
"2011/08/18","14:24","2.035","-","2.29"
"2011/08/18","14:30","2.088","-","2.34"
"2011/08/18","14:36","2.139","-","2.39"
"2011/08/18","14:42","2.19","-","2.44"
"2011/08/18","14:48","2.238","-","2.5"
"2011/08/18","14:54","2.286","-","2.54"
"2011/08/18","15:00","2.332","-","2.59"
"2011/08/18","15:06","2.376","-","2.64"
"2011/08/18","15:12","2.42","-","2.68"
"2011/08/18","15:18","2.461","-","2.72"
"2011/08/18","15:24","2.502","-","2.76"
"2011/08/18","15:30","2.541","-","2.8"
"2011/08/18","15:36","2.579","-","2.83"
"2011/08/18","15:42","2.615","-","2.86"
"2011/08/18","15:48","2.65","-","2.9"
"2011/08/18","15:54","2.684","-","2.93"
"2011/08/18","16:00","2.716","-","2.97"
"2011/08/18","16:06","2.747","-","3.02"
"2011/08/18","16:12","2.776","-","3.06"
"2011/08/18","16:18","2.803","-","3.1"
"2011/08/18","16:24","2.829","-","3.13"
"2011/08/18","16:30","2.853","-","3.16"
"2011/08/18","16:36","2.875","-","3.18"
"2011/08/18","16:42","2.894","-","3.2"
"2011/08/18","16:48","2.911","-","3.21"
"2011/08/18","16:54","2.926","-","3.23"
"2011/08/18","17:00","2.938","-","3.23"
"2011/08/18","17:06","2.948","-","3.24"
"2011/08/18","17:12","2.954","-","3.25"
"2011/08/18","17:18","2.957","-","3.24"
"2011/08/18","17:24","2.957","-","3.26"
"2011/08/18","17:30","2.954","-","3.28"
"2011/08/18","17:36","2.947","-","3.28"
"2011/08/18","17:42","2.937","-","3.28"
"2011/08/18","17:48","2.924","-","3.28"
"2011/08/18","17:54","2.907","-","3.26"
"2011/08/18","18:00","2.887","-","3.25"
"2011/08/18","18:06","2.863","-","3.23"
"2011/08/18","18:12","2.837","-","3.19"
"2011/08/18","18:18","2.807","-","3.15"
"2011/08/18","18:24","2.774","-","3.1"
"2011/08/18","18:30","2.739","-","3.08"
"2011/08/18","18:36","2.701","-","3.05"
"2011/08/18","18:42","2.661","-","3.01"
"2011/08/18","18:48","2.619","-","2.93"
"2011/08/18","18:54","2.574","-","2.89"
"2011/08/18","19:00","2.529","-","2.83"
"2011/08/18","19:06","2.482","-","2.78"
"2011/08/18","19:12","2.434","-","2.74"
"2011/08/18","19:18","2.385","-","2.71"
"2011/08/18","19:24","2.335","-","2.68"
"2011/08/18","19:30","2.285","-","2.64"
"2011/08/18","19:36","2.235","-","2.56"
"2011/08/18","19:42","2.184","-","2.52"
"2011/08/18","19:48","2.134","-","2.48"
"2011/08/18","19:54","2.084","-","2.45"
"2011/08/18","20:00","2.034","-","2.39"
"2011/08/18","20:06","1.985","-","2.34"
"2011/08/18","20:12","1.936","-","2.3"
"2011/08/18","20:18","1.888","-","2.26"
"2011/08/18","20:24","1.84","-","2.21"
"2011/08/18","20:30","1.792","-","2.16"
"2011/08/18","20:36","1.745","-","2.12"
"2011/08/18","20:42","1.699","-","2.09"
"2011/08/18","20:48","1.653","-","2.05"
"2011/08/18","20:54","1.608","-","2.01"
"2011/08/18","21:00","1.562","-","1.98"
"2011/08/18","21:06","1.517","-","1.95"
"2011/08/18","21:12","1.473","-","1.92"
"2011/08/18","21:18","1.429","-","1.89"
"2011/08/18","21:24","1.385","-","1.86"
"2011/08/18","21:30","1.341","-","1.82"
"2011/08/18","21:36","1.297","-","1.78"
"2011/08/18","21:42","1.254","-","1.74"
"2011/08/18","21:48","1.211","-","1.7"
"2011/08/18","21:54","1.169","-","1.67"
"2011/08/18","22:00","1.127","-","1.62"
"2011/08/18","22:06","1.086","-","1.56"
"2011/08/18","22:12","1.045","-","1.51"
"2011/08/18","22:18","1.005","-","1.47"
"2011/08/18","22:24","0.967","-","1.44"
"2011/08/18","22:30","0.929","-","1.42"
"2011/08/18","22:36","0.893","-","1.38"
"2011/08/18","22:42","0.859","-","1.35"
"2011/08/18","22:48","0.826","-","1.33"
"2011/08/18","22:54","0.795","-","1.31"
"2011/08/18","23:00","0.766","-","1.27"
"2011/08/18","23:06","0.74","-","1.25"
"2011/08/18","23:12","0.716","-","1.22"
"2011/08/18","23:18","0.695","-","1.19"
"2011/08/18","23:24","0.677","-","1.17"
"2011/08/18","23:30","0.662","-","1.15"
"2011/08/18","23:36","0.65","-","1.15"
"2011/08/18","23:42","0.642","-","1.12"
"2011/08/18","23:48","0.637","-","1.12"
"2011/08/18","23:54","0.635","-","1.12"
"2011/08/19","00:00","0.638","-","1.12"
"2011/08/19","00:06","0.643","-","1.13"
"2011/08/19","00:12","0.653","-","1.13"
"2011/08/19","00:18","0.666","-","1.16"
"2011/08/19","00:24","0.683","-","1.16"
"2011/08/19","00:30","0.703","-","1.18"
"2011/08/19","00:36","0.727","-","1.21"
"2011/08/19","00:42","0.754","-","1.23"
"2011/08/19","00:48","0.784","-","1.25"
"2011/08/19","00:54","0.817","-","1.26"
"2011/08/19","01:00","0.854","-","1.28"
"2011/08/19","01:06","0.892","-","1.32"
"2011/08/19","01:12","0.934","-","1.36"
"2011/08/19","01:18","0.977","-","1.41"
"2011/08/19","01:24","1.022","-","1.45"
"2011/08/19","01:30","1.07","-","1.49"
"2011/08/19","01:36","1.118","-","1.53"
"2011/08/19","01:42","1.168","-","1.58"
"2011/08/19","01:48","1.218","-","1.62"
"2011/08/19","01:54","1.269","-","1.68"
"2011/08/19","02:00","1.321","-","1.7"
"2011/08/19","02:06","1.372","-","1.75"
"2011/08/19","02:12","1.424","-","1.81"
"2011/08/19","02:18","1.475","-","1.87"
"2011/08/19","02:24","1.526","-","1.91"
"2011/08/19","02:30","1.576","-","1.96"
"2011/08/19","02:36","1.625","-","2.01"
"2011/08/19","02:42","1.673","-","2.05"
"2011/08/19","02:48","1.72","-","2.09"
"2011/08/19","02:54","1.766","-","2.15"
"2011/08/19","03:00","1.811","-","2.2"
"2011/08/19","03:06","1.854","-","2.23"
"2011/08/19","03:12","1.897","-","2.28"
"2011/08/19","03:18","1.938","-","2.32"
"2011/08/19","03:24","1.977","-","2.37"
"2011/08/19","03:30","2.015","-","2.42"
"2011/08/19","03:36","2.052","-","2.48"
"2011/08/19","03:42","2.088","-","2.52"
"2011/08/19","03:48","2.123","-","2.56"
"2011/08/19","03:54","2.156","-","2.61"
"2011/08/19","04:00","2.188","-","2.64"
"2011/08/19","04:06","2.219","-","2.69"
"2011/08/19","04:12","2.248","-","2.74"
"2011/08/19","04:18","2.276","-","2.78"
"2011/08/19","04:24","2.303","-","2.79"
"2011/08/19","04:30","2.329","-","2.8"
"2011/08/19","04:36","2.353","-","2.79"
"2011/08/19","04:42","2.376","-","2.79"
"2011/08/19","04:48","2.397","-","2.82"
"2011/08/19","04:54","2.416","-","2.84"
"2011/08/19","05:00","2.433","-","2.85"
"2011/08/19","05:06","2.448","-","2.85"
"2011/08/19","05:12","2.461","-","2.86"
"2011/08/19","05:18","2.472","-","2.87"
"2011/08/19","05:24","2.48","-","2.88"
"2011/08/19","05:30","2.485","-","2.89"
"2011/08/19","05:36","2.488","-","2.87"
"2011/08/19","05:42","2.487","-","2.88"
"2011/08/19","05:48","2.484","-","2.89"
"2011/08/19","05:54","2.477","-","2.87"
"2011/08/19","06:00","2.468","-","2.87"
"2011/08/19","06:06","2.455","-","2.85"
"2011/08/19","06:12","2.439","-","2.79"
"2011/08/19","06:18","2.42","-","2.73"
"2011/08/19","06:24","2.397","-","2.69"
"2011/08/19","06:30","2.372","-","2.66"
"2011/08/19","06:36","2.344","-","2.65"
"2011/08/19","06:42","2.313","-","2.61"
"2011/08/19","06:48","2.279","-","2.58"
"2011/08/19","06:54","2.243","-","2.52"
"2011/08/19","07:00","2.205","-","2.5"
"2011/08/19","07:06","2.166","-","2.42"
"2011/08/19","07:12","2.124","-","2.39"
"2011/08/19","07:18","2.081","-","2.37"
"2011/08/19","07:24","2.037","-","2.32"
"2011/08/19","07:30","1.992","-","2.3"
"2011/08/19","07:36","1.947","-","2.26"
"2011/08/19","07:42","1.901","-","2.25"
"2011/08/19","07:48","1.856","-","2.21"
"2011/08/19","07:54","1.81","-","2.16"
"2011/08/19","08:00","1.765","-","2.12"
"2011/08/19","08:06","1.72","-","2.1"
"2011/08/19","08:12","1.677","-","2.07"
"2011/08/19","08:18","1.634","-","2.04"
"2011/08/19","08:24","1.592","-","2.01"
"2011/08/19","08:30","1.551","-","1.95"
"2011/08/19","08:36","1.511","-","1.93"
"2011/08/19","08:42","1.473","-","1.88"
"2011/08/19","08:48","1.435","-","1.83"
"2011/08/19","08:54","1.399","-","1.81"
"2011/08/19","09:00","1.364","-","1.79"
"2011/08/19","09:06","1.33","-","1.76"
"2011/08/19","09:12","1.297","-","1.72"
"2011/08/19","09:18","1.265","-","1.7"
"2011/08/19","09:24","1.234","-","1.68"
"2011/08/19","09:30","1.203","-","1.64"
"2011/08/19","09:36","1.174","-","1.6"
"2011/08/19","09:42","1.145","-","1.56"
"2011/08/19","09:48","1.117","-","1.51"
"2011/08/19","09:54","1.09","-","1.46"
"2011/08/19","10:00","1.063","-","1.41"
"2011/08/19","10:06","1.036","-","1.38"
"2011/08/19","10:12","1.011","-","1.35"
"2011/08/19","10:18","0.986","-","1.29"
"2011/08/19","10:24","0.962","-","1.26"
"2011/08/19","10:30","0.938","-","1.23"
"2011/08/19","10:36","0.916","-","1.18"
"2011/08/19","10:42","0.894","-","1.17"
"2011/08/19","10:48","0.874","-","1.17"
"2011/08/19","10:54","0.854","-","1.15"
"2011/08/19","11:00","0.836","-","1.13"
"2011/08/19","11:06","0.82","-","1.11"
"2011/08/19","11:12","0.805","-","1.1"
"2011/08/19","11:18","0.793","-","1.08"
"2011/08/19","11:24","0.782","-","1.06"
"2011/08/19","11:30","0.773","-","1.04"
"2011/08/19","11:36","0.767","-","1.06"
"2011/08/19","11:42","0.763","-","1.03"
"2011/08/19","11:48","0.762","-","1.03"
"2011/08/19","11:54","0.764","-","1.03"
"2011/08/19","12:00","0.768","-","1.03"
"2011/08/19","12:06","0.776","-","1.05"
"2011/08/19","12:12","0.786","-","1.06"
"2011/08/19","12:18","0.8","-","1.08"
"2011/08/19","12:24","0.817","-","1.11"
"2011/08/19","12:30","0.837","-","1.16"
"2011/08/19","12:36","0.86","-","1.18"
"2011/08/19","12:42","0.887","-","1.2"
"2011/08/19","12:48","0.916","-","1.23"
"2011/08/19","12:54","0.949","-","1.27"
"2011/08/19","13:00","0.985","-","1.32"
"2011/08/19","13:06","1.023","-","1.34"
"2011/08/19","13:12","1.064","-","1.36"
"2011/08/19","13:18","1.107","-","1.4"
"2011/08/19","13:24","1.153","-","1.44"
"2011/08/19","13:30","1.201","-","1.48"
"2011/08/19","13:36","1.25","-","1.52"
"2011/08/19","13:42","1.302","-","1.59"
"2011/08/19","13:48","1.354","-","1.67"
"2011/08/19","13:54","1.408","-","1.68"
"2011/08/19","14:00","1.462","-","1.74"
"2011/08/19","14:06","1.517","-","1.79"
"2011/08/19","14:12","1.573","-","1.83"
"2011/08/19","14:18","1.628","-","1.9"
"2011/08/19","14:24","1.684","-","1.94"
"2011/08/19","14:30","1.739","-","2"
"2011/08/19","14:36","1.793","-","2.05"
"2011/08/19","14:42","1.847","-","2.14"
"2011/08/19","14:48","1.9","-","2.21"
"2011/08/19","14:54","1.952","-","2.26"
"2011/08/19","15:00","2.003","-","2.31"
"2011/08/19","15:06","2.052","-","2.34"
"2011/08/19","15:12","2.1","-","2.39"
"2011/08/19","15:18","2.147","-","2.47"
"2011/08/19","15:24","2.193","-","2.48"
"2011/08/19","15:30","2.237","-","2.54"
"2011/08/19","15:36","2.279","-","2.58"
"2011/08/19","15:42","2.32","-","2.62"
"2011/08/19","15:48","2.36","-","2.67"
"2011/08/19","15:54","2.399","-","2.7"
"2011/08/19","16:00","2.436","-","2.71"
"2011/08/19","16:06","2.472","-","2.76"
"2011/08/19","16:12","2.506","-","2.82"
"2011/08/19","16:18","2.54","-","2.86"
"2011/08/19","16:24","2.572","-","2.94"
"2011/08/19","16:30","2.604","-","2.98"
"2011/08/19","16:36","2.634","-","3.02"
"2011/08/19","16:42","2.663","-","3.07"
"2011/08/19","16:48","2.691","-","3.13"
